timestamp,symbol,open,high,low,close,volume,math_mss,math_fvg,math_ob,math_liquidity_grab,ai_mss,ai_fvg,ai_ob,ai_liquidity_grab
2026-05-09T08:46:00,ETH/USDT,2318.12,2318.12,2317.3,2317.3,0.80417161,0,0,0,0,0,0,0,0
2026-05-09T08:47:00,BTC/USDT,80431.2,80431.2,80431.2,80431.2,0.05020081,0,1,0,0,1,0,0,0
2026-05-09T08:47:00,ETH/USDT,2317.3,2317.3,2317.3,2317.3,0.0,0,-1,0,0,0,0,0,0
2026-05-09T08:48:00,BTC/USDT,80429.4,80429.4,80429.4,80429.4,0.00069033,0,-1,0,0,0,0,0,0
2026-05-09T08:48:00,ETH/USDT,2317.3,2317.3,2317.3,2317.3,0.0,0,0,0,0,0,0,0,0
2026-05-09T08:49:00,BTC/USDT,80420.1,80420.2,80420.1,80420.1,0.15294047,0,-1,0,0,0,0,0,0
2026-05-09T08:49:00,ETH/USDT,2317.3,2317.3,2317.3,2317.3,0.0,0,0,0,0,0,0,0,0
2026-05-11T07:33:00,ETH/USDT,2330.82,2330.82,2329.01,2329.01,0.11571759,0,0,0,0,0,-1,0,0
2026-05-11T07:34:00,BTC/USDT,80686.2,80708.8,80686.2,80708.8,0.16805443,0,-1,0,0,0,0,0,0
2026-05-11T07:34:00,ETH/USDT,2329.04,2329.04,2329.04,2329.04,0.00257274,0,-1,0,0,0,-1,0,0
2026-05-12T10:35:00,ETH/USDT,2286.72,2286.72,2286.72,2286.72,0.00736483,0,-1,0,0,0,0,0,0
2026-05-12T10:36:00,BTC/USDT,80640.1,80640.1,80640.1,80640.1,0.0,0,-1,0,0,0,0,0,0
2026-05-12T10:36:00,ETH/USDT,2286.72,2286.72,2286.72,2286.72,0.0,0,-1,0,0,0,0,0,0
2026-05-12T10:37:00,BTC/USDT,80640.1,80640.1,80640.1,80640.1,0.0,0,0,0,0,0,0,0,0
2026-05-12T10:37:00,ETH/USDT,2286.72,2286.72,2286.72,2286.72,0.0,0,0,0,0,0,0,0,0
2026-05-12T10:38:00,BTC/USDT,80704.5,80704.5,80704.5,80704.5,0.00049107,0,1,0,0,0,0,0,0
2026-05-12T10:38:00,ETH/USDT,2286.72,2286.72,2286.72,2286.72,0.0,0,0,0,0,0,0,0,0
2026-05-12T10:39:00,BTC/USDT,80738.9,80743.2,80729.8,80729.8,0.00374867,0,1,0,0,0,0,0,0
2026-05-12T10:39:00,ETH/USDT,2286.72,2286.72,2286.72,2286.72,0.0,0,0,0,0,0,0,0,0
2026-05-12T10:40:00,BTC/USDT,80694.9,80712.1,80694.9,80712.1,0.00155937,0,0,0,0,0,0,0,0
2026-05-12T10:40:00,ETH/USDT,2285.56,2286.44,2285.56,2286.44,0.49223362,0,-1,0,0,0,0,0,0
2026-05-12T10:41:00,BTC/USDT,80712.1,80712.1,80712.1,80712.1,0.0,0,-1,0,0,0,0,0,0
2026-05-12T10:41:00,ETH/USDT,2286.44,2286.44,2286.44,2286.44,0.0,0,-1,0,0,0,0,0,0
2026-05-12T10:42:00,BTC/USDT,80712.1,80712.1,80712.1,80712.1,0.0,0,0,0,0,0,0,0,0
2026-05-12T10:42:00,ETH/USDT,2285.56,2285.56,2284.87,2284.87,0.42474641,0,0,0,0,0,-1,0,0
2026-05-12T10:43:00,BTC/USDT,80712.1,80712.1,80712.1,80712.1,0.0,0,0,0,0,0,0,0,0
2026-05-12T10:43:00,ETH/USDT,2285.71,2285.72,2285.54,2285.54,0.20477642,0,-1,0,0,0,0,0,0
2026-05-12T10:44:00,BTC/USDT,80712.1,80712.1,80712.1,80712.1,0.0,0,0,0,0,0,0,0,0
2026-05-12T10:44:00,ETH/USDT,2286.2,2286.21,2285.18,2285.37,0.91732096,0,0,0,0,0,0,0,0
2026-05-12T10:45:00,BTC/USDT,80712.1,80712.1,80712.1,80712.1,0.0,0,0,0,0,0,0,0,0
2026-05-12T10:45:00,ETH/USDT,2285.18,2286.64,2284.84,2285.76,0.42802974,0,0,0,0,0,0,0,0
2026-05-12T10:46:00,BTC/USDT,80687.1,80688.3,80687.1,80688.3,0.00107114,0,-1,0,0,0,0,0,0
2026-05-12T10:46:00,ETH/USDT,2285.39,2285.47,2285.06,2285.06,0.15609891,0,0,0,0,0,0,0,0
2026-05-12T10:47:00,BTC/USDT,80695.9,80695.9,80695.9,80695.9,0.00063184,0,-1,0,0,0,-1,0,0
2026-05-12T10:47:00,ETH/USDT,2285.91,2285.91,2285.91,2285.91,0.00944238,0,0,0,0,0,0,0,0
2026-05-12T10:48:00,BTC/USDT,80695.9,80695.9,80695.9,80695.9,0.0,0,1,0,0,0,0,0,0
2026-05-12T10:48:00,ETH/USDT,2285.91,2285.91,2285.91,2285.91,0.0,0,1,0,0,0,0,0,0
2026-05-12T10:49:00,BTC/USDT,80695.9,80695.9,80695.9,80695.9,0.0,0,0,0,0,0,0,0,0
2026-05-12T10:49:00,ETH/USDT,2283.93,2283.93,2283.93,2283.93,0.016256,0,-1,0,0,0,0,0,0
2026-05-12T10:50:00,BTC/USDT,80640.0,80702.6,80633.1,80702.6,0.06268156,0,0,0,0,0,0,0,0
2026-05-12T10:50:00,ETH/USDT,2282.79,2286.38,2282.79,2286.38,16.92186889,0,0,0,0,0,1,0,0
2026-05-12T10:51:00,BTC/USDT,80672.0,80688.4,80666.6,80688.4,0.0216051,0,-1,0,0,0,0,0,0
2026-05-12T10:51:00,ETH/USDT,2286.38,2286.38,2286.38,2286.38,0.0,0,1,0,0,0,1,0,0
2026-05-12T10:52:00,BTC/USDT,80682.9,80690.1,80672.7,80690.1,0.00809584,0,0,0,0,0,0,0,0
2026-05-12T10:52:00,ETH/USDT,2286.38,2286.38,2286.38,2286.38,0.0,0,0,0,0,0,1,0,0
2026-05-12T10:53:00,BTC/USDT,80700.9,80706.5,80700.9,80706.5,0.00245366,0,1,0,0,0,-1,0,0
2026-05-12T10:53:00,ETH/USDT,2286.96,2286.96,2286.96,2286.96,0.11431049,0,1,0,0,0,0,0,0
2026-05-12T10:54:00,BTC/USDT,80706.5,80706.5,80706.5,80706.5,0.0,0,1,0,0,0,0,0,0
2026-05-12T10:54:00,ETH/USDT,2285.87,2285.87,2285.87,2285.87,0.00944023,0,-1,0,0,0,0,0,0
2026-05-12T10:55:00,BTC/USDT,80690.0,80690.0,80690.0,80690.0,0.05,0,-1,0,0,0,0,0,0
2026-05-12T10:55:00,ETH/USDT,2285.87,2285.87,2285.87,2285.87,0.0,0,-1,0,0,0,0,0,0
